city,city_ascii,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,id
Williston Park,Williston Park,NY,New York,Nassau,40.7587,-73.6465,7253,4471,America/New_York,2,1840005333
Union Grove,Union Grove,WI,Wisconsin,Racine,42.6863,-88.0495,7251.0,762,America/Chicago,3,1840002487
Kenwood,Kenwood,OH,Ohio,Hamilton,39.2067,-84.3746,7244,1199,America/New_York,3,1840034154
Lakes of the Four Seasons,Lakes of the Four Seasons,IN,Indiana,Lake,41.4074,-87.2203,7243,1221,America/Chicago,3,1840004833
Richland,Richland,MS,Mississippi,Rankin,32.2309,-90.1592,7241,223,America/Chicago,3,1840014889
Belle Isle,Belle Isle,FL,Florida,Orange,28.4724,-81.3491,7240,1164,America/New_York,3,1840014101
Bedford,Bedford,VA,Virginia,Bedford,37.3360,-79.5179,7240.0,292,America/New_York,3,1840001713
Woodstock,Woodstock,VA,Virginia,Shenandoah,38.8750,-78.5160,7239.0,532,America/New_York,3,1840006006
Franklin,Franklin,NC,North Carolina,Macon,35.1798,-83.3808,7238.0,323,America/New_York,3,1840016421
Emmitsburg,Emmitsburg,MD,Maryland,Frederick,39.7051,-77.3216,7235.0,821,America/New_York,3,1840005708
Willows,Willows,CA,California,Glenn,39.5149,-122.1995,7234.0,826,America/Los_Angeles,3,1840021438
East Hills,East Hills,NY,New York,Nassau,40.7958,-73.6292,7233,1227,America/New_York,3,1840005342
Oakdale,Oakdale,NY,New York,Suffolk,40.7373,-73.1345,7231,843,America/New_York,3,1840005063
La Feria,La Feria,TX,Texas,Cameron,26.1544,-97.8255,7230,647,America/Chicago,3,1840021041
New Albany,New Albany,MS,Mississippi,Union,34.4909,-89.0201,7226.0,185,America/Chicago,3,1840014678
Midland Park,Midland Park,NJ,New Jersey,Bergen,40.9952,-74.1411,7216,1773,America/New_York,3,1840000905
Landen,Landen,OH,Ohio,Warren,39.3153,-84.2770,7214,1373,America/New_York,3,1840034146
Alta Sierra,Alta Sierra,CA,California,Nevada,39.1237,-121.0523,7207,334,America/Los_Angeles,3,1840092171
Dunellen,Dunellen,NJ,New Jersey,Middlesex,40.5903,-74.4656,7202,2617,America/New_York,2,1840003634
Corbin,Corbin,KY,Kentucky,Whitley,36.9321,-84.1004,7202,352,America/New_York,3,1840014405
Milan,Milan,TN,Tennessee,Gibson,35.9126,-88.7554,7201.0,329,America/Chicago,3,1840014483
Jackson,Jackson,WI,Wisconsin,Washington,43.3237,-88.1660,7200,859,America/Chicago,3,1840002832
Riverdale Park,Riverdale Park,MD,Maryland,Prince George's,38.9642,-76.9266,7200,1760,America/New_York,3,1840005989
Knoxville,Knoxville,IA,Iowa,Marion,41.3188,-93.1024,7199.0,598,America/Chicago,3,1840008229
Lander,Lander,WY,Wyoming,Fremont,42.8313,-108.7599,7197.0,306,America/Denver,3,1840020027
Unionville,Unionville,NC,North Carolina,Union,35.0716,-80.5173,7195,95,America/New_York,3,1840016457
Gunnison,Gunnison,CO,Colorado,Gunnison,38.5455,-106.9225,7195.0,612,America/Denver,3,1840020235
Hornsby Bend,Hornsby Bend,TX,Texas,Travis,30.2450,-97.5833,7194,1629,America/Chicago,3,1840027020
South Monrovia Island,South Monrovia Island,CA,California,Los Angeles,34.1234,-117.9958,7192,5066,America/Los_Angeles,2,1840043043
Morrow,Morrow,GA,Georgia,Clayton,33.5816,-84.3392,7192,823,America/New_York,3,1840014814
Interlaken,Interlaken,CA,California,Santa Cruz,36.9505,-121.7363,7191,283,America/Los_Angeles,3,1840085062
Acton,Acton,CA,California,Los Angeles,34.4956,-118.1857,7185,70,America/Los_Angeles,3,1840017917
Hobart,Hobart,WA,Washington,King,47.4120,-121.9960,7182,147,America/Los_Angeles,3,1840017344
Clinton,Clinton,MA,Massachusetts,Worcester,42.4182,-71.6855,7181,1857,America/New_York,3,1840001014
Enoch,Enoch,UT,Utah,Iron,37.7670,-113.0449,7180,353,America/Denver,3,1840020273
Pacific,Pacific,WA,Washington,King,47.2610,-122.2507,7178,1145,America/Los_Angeles,3,1840019834
Canfield,Canfield,OH,Ohio,Mahoning,41.0315,-80.7672,7176,602,America/New_York,3,1840007163
Independence,Independence,OH,Ohio,Cuyahoga,41.3780,-81.6385,7175,290,America/New_York,3,1840000607
Elsa,Elsa,TX,Texas,Hidalgo,26.2978,-97.9936,7174,1326,America/Chicago,3,1840021021
Mecca,Mecca,CA,California,Riverside,33.5767,-116.0645,7174,398,America/Los_Angeles,3,1840019285
Sioux Center,Sioux Center,IA,Iowa,Sioux,43.0748,-96.1707,7174.0,471,America/Chicago,3,1840009043
Commerce,Commerce,GA,Georgia,Jackson,34.2133,-83.4730,7172.0,220,America/New_York,3,1840014720
East Franklin,East Franklin,NJ,New Jersey,Somerset,40.4933,-74.4711,7170,2542,America/New_York,2,1840039869
Austell,Austell,GA,Georgia,Cobb,33.8200,-84.6450,7170,466,America/New_York,3,1840013689
Glenolden,Glenolden,PA,Pennsylvania,Delaware,39.8996,-75.2920,7164,2837,America/New_York,2,1840000699
Parkville,Parkville,PA,Pennsylvania,York,39.7859,-76.9686,7162,948,America/New_York,3,1840005507
Parkville,Parkville,MO,Missouri,Platte,39.2004,-94.7222,7162,187,America/Chicago,3,1840009590
Hillsborough,Hillsborough,NC,North Carolina,Orange,36.0681,-79.0994,7161,492,America/New_York,3,1840016151
Utuado,Utuado,PR,Puerto Rico,Utuado,18.2697,-66.7049,7160,1581,America/Puerto_Rico,3,1630023623
Gonzales,Gonzales,TX,Texas,Gonzales,29.5126,-97.4472,7158.0,478,America/Chicago,3,1840020953
Nyack,Nyack,NY,New York,Rockland,41.0919,-73.9143,7156,3586,America/New_York,2,1840004981
Calverton,Calverton,NY,New York,Suffolk,40.9163,-72.7645,7154,98,America/New_York,3,1840005024
Wynne,Wynne,AR,Arkansas,Cross,35.2322,-90.7894,7152.0,331,America/Chicago,3,1840015443
Carneys Point,Carneys Point,NJ,New Jersey,Salem,39.7075,-75.4673,7151,329,America/New_York,3,1840077856
Tyrone,Tyrone,PA,Pennsylvania,Blair,40.6764,-78.2460,7151.0,975,America/New_York,3,1840001087
Lawrenceville,Lawrenceville,IL,Illinois,Lawrence,38.7264,-87.6873,7150.0,785,America/Chicago,3,1840008606
Yardville,Yardville,NJ,New Jersey,Mercer,40.1849,-74.6603,7148,677,America/New_York,3,1840026523
Cottage Grove,Cottage Grove,WI,Wisconsin,Dane,43.0910,-89.2034,7143,660,America/Chicago,3,1840002910
De Soto,De Soto,MO,Missouri,Jefferson,38.1410,-90.5609,7141.0,558,America/Chicago,3,1840007509
Palmyra,Palmyra,NJ,New Jersey,Burlington,40.0025,-75.0360,7140,1490,America/New_York,3,1840001479
Nappanee,Nappanee,IN,Indiana,Elkhart,41.4452,-85.9941,7139.0,597,America/Indiana/Indianapolis,3,1840008189
Portage Lakes,Portage Lakes,OH,Ohio,Summit,41.0034,-81.5347,7139,696,America/New_York,3,1840077753
Fair Plain,Fair Plain,MI,Michigan,Berrien,42.0823,-86.4515,7138,641,America/Detroit,3,1840004697
Atherton,Atherton,CA,California,San Mateo,37.4539,-122.2032,7137,547,America/Los_Angeles,3,1840020308
Nibley,Nibley,UT,Utah,Cache,41.6725,-111.8454,7135,658,America/Denver,3,1840020113
Walled Lake,Walled Lake,MI,Michigan,Oakland,42.5380,-83.4786,7134,1247,America/Detroit,3,1840002435
Galliano,Galliano,LA,Louisiana,Lafourche,29.4470,-90.3096,7131,247,America/Chicago,3,1840086865
Freeland,Freeland,MI,Michigan,Saginaw,43.5198,-84.1124,7125,417,America/Detroit,3,1840004224
Plymouth,Plymouth,MA,Massachusetts,Plymouth,41.9539,-70.6693,7122,1228,America/New_York,3,1840042795
Ewa Villages,Ewa Villages,HI,Hawaii,Honolulu,21.3418,-158.0390,7118,2440,Pacific/Honolulu,2,1840029578
Live Oak,Live Oak,FL,Florida,Suwannee,30.2956,-82.9847,7118.0,352,America/New_York,3,1840015929
Bonne Terre,Bonne Terre,MO,Missouri,St. Francois,37.9209,-90.5426,7118,675,America/Chicago,3,1840007551
Brook Highland,Brook Highland,AL,Alabama,Shelby,33.4359,-86.6849,7116,979,America/Chicago,3,1840027551
Fort Riley,Fort Riley,KS,Kansas,Riley,39.1111,-96.8138,7116,538,America/Chicago,3,1840073757
Calipatria,Calipatria,CA,California,Imperial,33.1493,-115.5056,7114,742,America/Los_Angeles,3,1840019380
Pinson,Pinson,AL,Alabama,Jefferson,33.7057,-86.6674,7106,257,America/Chicago,3,1840022941
Selma,Selma,NC,North Carolina,Johnston,35.5436,-78.2954,7101,571,America/New_York,3,1840017794
New Paltz,New Paltz,NY,New York,Ulster,41.7494,-74.0809,7101,1556,America/New_York,3,1840077686
Marble Falls,Marble Falls,TX,Texas,Burnet,30.5649,-98.2768,7099.0,187,America/Chicago,3,1840020870
Northgate,Northgate,OH,Ohio,Hamilton,39.2531,-84.5943,7099,1099,America/New_York,3,1840034390
Lake Lorraine,Lake Lorraine,FL,Florida,Okaloosa,30.4407,-86.5657,7095,1327,America/Chicago,3,1840029048
Juana Díaz,Juana Diaz,PR,Puerto Rico,Juana Díaz,18.0532,-66.5047,7095,1867,America/Puerto_Rico,3,1630023583
Fort Myers Beach,Fort Myers Beach,FL,Florida,Lee,26.4324,-81.9168,7094,985,America/New_York,3,1840017269
Dunbar,Dunbar,WV,West Virginia,Kanawha,38.3688,-81.7345,7093,977,America/New_York,3,1840006197
Ladera Heights,Ladera Heights,CA,California,Los Angeles,33.9972,-118.3740,7090,923,America/Los_Angeles,3,1840065515
Osceola,Osceola,AR,Arkansas,Mississippi,35.6942,-89.9934,7085.0,272,America/Chicago,3,1840014501
Syracuse,Syracuse,IN,Indiana,Kosciusko,41.4226,-85.7492,7085.0,564,America/Indiana/Indianapolis,3,1840010280
Souderton,Souderton,PA,Pennsylvania,Montgomery,40.3110,-75.3224,7082,2438,America/New_York,2,1840001378
Flatwoods,Flatwoods,KY,Kentucky,Greenup,38.5210,-82.7195,7079,838,America/New_York,3,1840013182
Roosevelt,Roosevelt,UT,Utah,Duchesne,40.2924,-110.0093,7075.0,415,America/Denver,3,1840020162
Milton-Freewater,Milton-Freewater,OR,Oregon,Umatilla,45.9348,-118.3913,7074,1372,America/Los_Angeles,3,1840019916
Ben Lomond,Ben Lomond,CA,California,Santa Cruz,37.0782,-122.0882,7071,326,America/Los_Angeles,3,1840086630
Fort Pierce North,Fort Pierce North,FL,Florida,St. Lucie,27.4736,-80.3594,7070,644,America/New_York,3,1840073834
Nebraska City,Nebraska City,NE,Nebraska,Otoe,40.6762,-95.8613,7069.0,566,America/Chicago,3,1840008324
Sausalito,Sausalito,CA,California,Marin,37.8580,-122.4932,7068,1547,America/Los_Angeles,3,1840021514
Batesville,Batesville,MS,Mississippi,Panola,34.3147,-89.9249,7068.0,139,America/Chicago,3,1840013607
Twin Rivers,Twin Rivers,NJ,New Jersey,Mercer,40.2630,-74.4917,7067,2160,America/New_York,2,1840005474
Ridley Park,Ridley Park,PA,Pennsylvania,Delaware,39.8785,-75.3251,7065,2528,America/New_York,2,1840000708
Highland Heights,Highland Heights,KY,Kentucky,Campbell,39.0355,-84.4567,7065,1041,America/New_York,3,1840014262
Barnesville,Barnesville,GA,Georgia,Lamar,33.0509,-84.1527,7064.0,423,America/New_York,3,1840013783
Lemoore Station,Lemoore Station,CA,California,Kings,36.2633,-119.9049,7063,649,America/Los_Angeles,3,1840074319
Waikele,Waikele,HI,Hawaii,Honolulu,21.4025,-158.0058,7062,2477,Pacific/Honolulu,2,1840039259
Berrien Springs,Berrien Springs,MI,Michigan,Berrien,41.9474,-86.3403,7060.0,726,America/Detroit,3,1840011224
St. Helena,St. Helena,CA,California,Napa,38.5063,-122.4682,7059.0,475,America/Los_Angeles,3,1840021486
Whitemarsh Island,Whitemarsh Island,GA,Georgia,Chatham,32.0304,-81.0109,7058,471,America/New_York,3,1840029460
Hudson Falls,Hudson Falls,NY,New York,Washington,43.3042,-73.5818,7056,1462,America/New_York,3,1840004178
Sandston,Sandston,VA,Virginia,Henrico,37.5120,-77.3149,7056,276,America/New_York,3,1840026826
Noble,Noble,OK,Oklahoma,Cleveland,35.1385,-97.3710,7053,207,America/Chicago,3,1840020450
Oak Ridge,Oak Ridge,NC,North Carolina,Guilford,36.1740,-79.9916,7049,165,America/New_York,3,1840016141
Fort Payne,Fort Payne,AL,Alabama,DeKalb,34.4557,-85.6965,7049.0,96,America/Chicago,3,1840004822
Rochester,Rochester,IN,Indiana,Fulton,41.0590,-86.1960,7046.0,506,America/Indiana/Indianapolis,3,1840009329
Orange City,Orange City,IA,Iowa,Sioux,43.0023,-96.0566,7044.0,551,America/Chicago,3,1840009044
Gateway,Gateway,AK,Alaska,Matanuska-Susitna,61.5737,-149.2389,7037,126,America/Anchorage,3,1840023654
Marksville,Marksville,LA,Louisiana,Avoyelles,31.1247,-92.0652,7036.0,428,America/Chicago,3,1840015878
Truth or Consequences,Truth or Consequences,NM,New Mexico,Sierra,33.1864,-107.2589,7035.0,79,America/Denver,3,1840021995
Rancho Calaveras,Rancho Calaveras,CA,California,Calaveras,38.1248,-120.8570,7035,324,America/Los_Angeles,3,1840085034
Nuevo,Nuevo,CA,California,Riverside,33.8011,-117.1415,7033,401,America/Los_Angeles,3,1840019287
Laurium,Laurium,MI,Michigan,Houghton,47.2351,-88.4382,7032.0,1128,America/Detroit,3,1840013133
Collinsville,Collinsville,VA,Virginia,Henry,36.7215,-79.9121,7031,345,America/New_York,3,1840006553
Archbald,Archbald,PA,Pennsylvania,Lackawanna,41.5077,-75.5453,7030,158,America/New_York,3,1840003374
Osprey,Osprey,FL,Florida,Sarasota,27.1914,-82.4800,7028,519,America/New_York,3,1840026127
Willis,Willis,TX,Texas,Montgomery,30.4314,-95.4832,7028,573,America/Chicago,3,1840022175
Great Neck Plaza,Great Neck Plaza,NY,New York,Nassau,40.7869,-73.7261,7027,8712,America/New_York,2,1840005292
Orland Hills,Orland Hills,IL,Illinois,Cook,41.5905,-87.8413,7023,2368,America/Chicago,2,1840011309
East End,East End,AR,Arkansas,Saline,34.5554,-92.3261,7019,135,America/Chicago,3,1840013086
Kiel,Kiel,WI,Wisconsin,Manitowoc,43.9167,-88.0266,7018.0,581,America/Chicago,3,1840002210
Mount Carmel,Mount Carmel,IL,Illinois,Wabash,38.4187,-87.7694,7016.0,562,America/Chicago,3,1840008643
Fort Myers Shores,Fort Myers Shores,FL,Florida,Lee,26.7135,-81.7383,7010,1304,America/New_York,3,1840056704
San Martin,San Martin,CA,California,Santa Clara,37.0829,-121.5963,7010,233,America/Los_Angeles,3,1840081984
West Glens Falls,West Glens Falls,NY,New York,Warren,43.3019,-73.6874,7005,575,America/New_York,3,1840004184
St. Augustine Beach,St. Augustine Beach,FL,Florida,St. Johns,29.8414,-81.2713,7004,1278,America/New_York,3,1840015936
Westmere,Westmere,NY,New York,Albany,42.6883,-73.8744,7001,852,America/New_York,3,1840004489
Tappan,Tappan,NY,New York,Rockland,41.0269,-73.9520,6996,979,America/New_York,3,1840087443
Crete,Crete,NE,Nebraska,Saline,40.6254,-96.9575,6995.0,819,America/Chicago,3,1840007215
Adel,Adel,GA,Georgia,Cook,31.1272,-83.4232,6989.0,236,America/New_York,3,1840013879
Hillsboro,Hillsboro,IL,Illinois,Montgomery,39.1668,-89.4735,6984.0,353,America/Chicago,3,1840007364
Joshua Tree,Joshua Tree,CA,California,San Bernardino,34.1236,-116.3128,6980,74,America/Los_Angeles,3,1840017802
Keyport,Keyport,NJ,New Jersey,Monmouth,40.4327,-74.2011,6977,1950,America/New_York,3,1840003691
Stevensville,Stevensville,MD,Maryland,Queen Anne's,38.9745,-76.3184,6973,417,America/New_York,3,1840005897
Brier,Brier,WA,Washington,Snohomish,47.7924,-122.2734,6970,1225,America/Los_Angeles,3,1840018379
Sedona,Sedona,AZ,Arizona,Coconino,34.8574,-111.7951,6969.0,209,America/Phoenix,3,1840021584
Milltown,Milltown,NJ,New Jersey,Middlesex,40.4504,-74.4351,6967,1731,America/New_York,3,1840001338
Hamilton,Hamilton,MT,Montana,Ravalli,46.2527,-114.1598,6964.0,780,America/Denver,3,1840019896
Ashland,Ashland,WI,Wisconsin,Ashland,46.5801,-90.8715,6962.0,226,America/Chicago,3,1840003916
Leitchfield,Leitchfield,KY,Kentucky,Grayson,37.4862,-86.2857,6962.0,246,America/Chicago,3,1840014366
Cos Cob,Cos Cob,CT,Connecticut,Fairfield,41.0513,-73.5931,6959,1294,America/New_York,3,1840026281
Creswell,Creswell,OR,Oregon,Lane,43.9212,-123.0160,6959.0,1253,America/Los_Angeles,3,1840018625
Bondurant,Bondurant,IA,Iowa,Polk,41.6986,-93.4551,6958,307,America/Chicago,3,1840007067
Mechanicstown,Mechanicstown,NY,New York,Orange,41.4472,-74.3914,6957,801,America/New_York,3,1840072629
Wytheville,Wytheville,VA,Virginia,Wythe,36.9530,-81.0881,6956.0,211,America/New_York,3,1840006504
Stratford,Stratford,NJ,New Jersey,Camden,39.8290,-75.0156,6955,1709,America/New_York,3,1840001516
Catoosa,Catoosa,OK,Oklahoma,Rogers,36.1832,-95.7662,6953,240,America/Chicago,3,1840019048
Paintsville,Paintsville,KY,Kentucky,Johnson,37.8167,-82.8088,6952.0,234,America/New_York,3,1840014331
Pelham,Pelham,NY,New York,Westchester,40.9116,-73.8075,6947,3234,America/New_York,2,1840070164
Desert Palms,Desert Palms,CA,California,Riverside,33.7790,-116.2930,6947,1004,America/Los_Angeles,3,1840043016
Bremen,Bremen,GA,Georgia,Haralson,33.7085,-85.1495,6945.0,241,America/New_York,3,1840013715
Prairie View,Prairie View,TX,Texas,Waller,30.0850,-95.9897,6944.0,372,America/Chicago,3,1840021698
Ocean City,Ocean City,MD,Maryland,Worcester,38.3998,-75.0715,6944,591,America/New_York,3,1840006259
Cochituate,Cochituate,MA,Massachusetts,Middlesex,42.3290,-71.3576,6942,703,America/New_York,3,1840003129
Barberton,Barberton,WA,Washington,Clark,45.7136,-122.6115,6941,617,America/Los_Angeles,3,1840017397
Madison Park,Madison Park,NJ,New Jersey,Middlesex,40.4461,-74.2959,6941,1605,America/New_York,3,1840005421
Whitinsville,Whitinsville,MA,Massachusetts,Worcester,42.1146,-71.6688,6941,735,America/New_York,3,1840003153
Southport,Southport,NY,New York,Chemung,42.0640,-76.8185,6940,420,America/New_York,3,1840056411
Decatur,Decatur,TX,Texas,Wise,33.2262,-97.5876,6939.0,312,America/Chicago,3,1840019385
Lower Allen,Lower Allen,PA,Pennsylvania,Cumberland,40.2261,-76.9017,6937,1219,America/New_York,3,1840056782
Gleneagle,Gleneagle,CO,Colorado,El Paso,39.0453,-104.8288,6936,1145,America/Denver,3,1840072394
Vandalia,Vandalia,IL,Illinois,Fayette,38.9754,-89.1117,6936.0,316,America/Chicago,3,1840010693
Madison,Madison,SD,South Dakota,Lake,44.0062,-97.1084,6933.0,608,America/Chicago,3,1840002540
Fort Meade,Fort Meade,FL,Florida,Polk,27.7645,-81.8058,6932.0,295,America/New_York,3,1840014134
Willow Oak,Willow Oak,FL,Florida,Polk,27.9216,-82.0244,6930,857,America/New_York,3,1840028919
South Valley Stream,South Valley Stream,NY,New York,Nassau,40.6557,-73.7186,6930,3076,America/New_York,2,1840034062
Kentfield,Kentfield,CA,California,Marin,37.9481,-122.5496,6930,884,America/Los_Angeles,3,1840004385
Mount Ivy,Mount Ivy,NY,New York,Rockland,41.1926,-74.0297,6925,1846,America/New_York,3,1840056271
Page,Page,AZ,Arizona,Coconino,36.9426,-111.5071,6924.0,76,America/Denver,3,1840020336
Treasure Island,Treasure Island,FL,Florida,Pinellas,27.7740,-82.7663,6921,1728,America/New_York,3,1840015981
Spring Lake Park,Spring Lake Park,MN,Minnesota,Anoka,45.1161,-93.2451,6919,1340,America/Chicago,3,1840008903
Black Jack,Black Jack,MO,Missouri,St. Louis,38.7993,-90.2640,6918,1026,America/Chicago,3,1840007452
Lewisburg,Lewisburg,WV,West Virginia,Greenbrier,37.8096,-80.4327,6917.0,386,America/New_York,3,1840006285
Viola,Viola,NY,New York,Rockland,41.1287,-74.0855,6917,957,America/New_York,3,1840056956
San Isidro,San Isidro,PR,Puerto Rico,Canóvanas,18.3919,-65.8853,6915,4702,America/Puerto_Rico,2,1630035575
Springs,Springs,NY,New York,Suffolk,41.0212,-72.1584,6912,314,America/New_York,3,1840005102
Mira Monte,Mira Monte,CA,California,Ventura,34.4284,-119.2853,6912,583,America/Los_Angeles,3,1840019197
Woodland,Woodland,WA,Washington,Cowlitz,45.9145,-122.7506,6911.0,609,America/Los_Angeles,3,1840021181
Pollock Pines,Pollock Pines,CA,California,El Dorado,38.7564,-120.5904,6905,336,America/Los_Angeles,3,1840059918
Laurence Harbor,Laurence Harbor,NJ,New Jersey,Middlesex,40.4489,-74.2494,6904,903,America/New_York,3,1840005420
Clover Creek,Clover Creek,WA,Washington,Pierce,47.1404,-122.3827,6902,411,America/Los_Angeles,3,1840041920
Indian River Estates,Indian River Estates,FL,Florida,St. Lucie,27.3564,-80.2983,6902,478,America/New_York,3,1840029044
Gulf Breeze,Gulf Breeze,FL,Florida,Santa Rosa,30.3685,-87.1769,6900,569,America/Chicago,3,1840013920
Village St. George,Village St. George,LA,Louisiana,East Baton Rouge,30.3598,-91.0672,6900,1193,America/Chicago,3,1840031109
Lake Mills,Lake Mills,WI,Wisconsin,Jefferson,43.0776,-88.9054,6897.0,557,America/Chicago,3,1840003003
Byron,Byron,IL,Illinois,Ogle,42.1224,-89.2665,6896.0,304,America/Chicago,3,1840007021
Bridge City,Bridge City,LA,Louisiana,Jefferson,29.9321,-90.1594,6894,636,America/Chicago,3,1840070133
Puerto Real,Puerto Real,PR,Puerto Rico,Cabo Rojo,18.0762,-67.1861,6892,2394,America/Puerto_Rico,2,1630035555
Colusa,Colusa,CA,California,Colusa,39.2059,-122.0125,6891.0,683,America/Los_Angeles,3,1840018810
Union,Union,OH,Ohio,Montgomery,39.9090,-84.2896,6891,311,America/New_York,3,1840010583
Junction City,Junction City,OR,Oregon,Lane,44.2067,-123.2101,6891.0,733,America/Los_Angeles,3,1840018623
Hondo,Hondo,TX,Texas,Medina,29.3531,-99.1620,6889.0,365,America/Chicago,3,1840020963
University Park,University Park,IL,Illinois,Cook,41.4461,-87.7154,6887,247,America/Chicago,3,1840029849
Ephraim,Ephraim,UT,Utah,Sanpete,39.3564,-111.5847,6886.0,644,America/Denver,3,1840020202
Mountainside,Mountainside,NJ,New Jersey,Union,40.6811,-74.3600,6885,665,America/New_York,3,1840003612
Chestertown,Chestertown,MD,Maryland,Kent,39.2182,-76.0714,6878.0,668,America/New_York,3,1840005798
Belle Haven,Belle Haven,VA,Virginia,Fairfax,38.7775,-77.0574,6877,1340,America/New_York,3,1840054121
Seward,Seward,NE,Nebraska,Seward,40.9099,-97.0957,6876.0,625,America/Chicago,3,1840009356
Sturgis,Sturgis,SD,South Dakota,Meade,44.4110,-103.4975,6876.0,446,America/Denver,3,1840002174
Beacon Square,Beacon Square,FL,Florida,Pasco,28.2118,-82.7504,6873,1327,America/New_York,3,1840028798
St. Martinville,St. Martinville,LA,Louisiana,St. Martin,30.1263,-91.8319,6872.0,727,America/Chicago,3,1840015924
Harrisville,Harrisville,UT,Utah,Weber,41.2853,-111.9859,6872,889,America/Denver,3,1840020129
Mead,Mead,WA,Washington,Spokane,47.7795,-117.3500,6870,365,America/Los_Angeles,3,1840023786
Huron,Huron,OH,Ohio,Erie,41.3913,-82.5635,6869,538,America/New_York,3,1840007095
Loomis,Loomis,CA,California,Placer,38.8093,-121.1955,6866,364,America/Los_Angeles,3,1840021462
King,King,NC,North Carolina,Stokes,36.2766,-80.3564,6861,447,America/New_York,3,1840014431
Latimer,Latimer,MS,Mississippi,Jackson,30.4972,-88.8607,6861,162,America/Chicago,3,1840094646
Youngtown,Youngtown,AZ,Arizona,Maricopa,33.5846,-112.3047,6859,1780,America/Phoenix,3,1840022917
Russellville,Russellville,KY,Kentucky,Logan,36.8393,-86.8950,6858.0,253,America/Chicago,3,1840014401
North Branch,North Branch,MN,Minnesota,Chisago,45.5137,-92.9601,6856.0,116,America/Chicago,3,1840007790
Middlebury,Middlebury,VT,Vermont,Addison,44.0079,-73.1575,6855,190,America/New_York,3,1840056881
Milford,Milford,OH,Ohio,Clermont,39.1699,-84.2811,6855,712,America/New_York,3,1840003825
Kingsland,Kingsland,TX,Texas,Llano,30.6651,-98.4545,6853,292,America/Chicago,3,1840018217
Greenbrier,Greenbrier,TN,Tennessee,Robertson,36.4239,-86.7976,6852,373,America/Chicago,3,1840016014
Lake Mathews,Lake Mathews,CA,California,Riverside,33.8250,-117.3683,6848,166,America/Los_Angeles,3,1840075920
Eldridge,Eldridge,IA,Iowa,Scott,41.6390,-90.5809,6846,271,America/Chicago,3,1840008182
Moapa Valley,Moapa Valley,NV,Nevada,Clark,36.6078,-114.4566,6843,60,America/Los_Angeles,3,1840033831
Sunnyvale,Sunnyvale,TX,Texas,Dallas,32.7974,-96.5577,6841,159,America/Chicago,3,1840023031
Bee Cave,Bee Cave,TX,Texas,Travis,30.3084,-97.9629,6841,308,America/Chicago,3,1840023142
Lucas Valley-Marinwood,Lucas Valley-Marinwood,CA,California,Marin,38.0405,-122.5765,6841,460,America/Los_Angeles,3,1840073922
Lovejoy,Lovejoy,GA,Georgia,Clayton,33.4426,-84.3176,6840,907,America/New_York,3,1840015704
Fircrest,Fircrest,WA,Washington,Pierce,47.2307,-122.5157,6835,1666,America/Los_Angeles,3,1840019854
Yabucoa,Yabucoa,PR,Puerto Rico,Yabucoa,18.0469,-65.8792,6829,2289,America/Puerto_Rico,2,1630023682
Trumann,Trumann,AR,Arkansas,Poinsett,35.6771,-90.5261,6826.0,463,America/Chicago,3,1840015406
Mendota,Mendota,IL,Illinois,LaSalle,41.5553,-89.1042,6826.0,534,America/Chicago,3,1840008199
Huntertown,Huntertown,IN,Indiana,Allen,41.2155,-85.1715,6824,556,America/Indiana/Indianapolis,3,1840010297
Crossett,Crossett,AR,Arkansas,Ashley,33.1280,-91.9631,6820.0,319,America/Chicago,3,1840014838
Old Greenwich,Old Greenwich,CT,Connecticut,Fairfield,41.0253,-73.5691,6819,1319,America/New_York,3,1840026284
River Park,River Park,FL,Florida,St. Lucie,27.3214,-80.3307,6818,1119,America/New_York,3,1840028958
Bermuda Dunes,Bermuda Dunes,CA,California,Riverside,33.7434,-116.2874,6817,893,America/Los_Angeles,3,1840017981
Mount Vernon,Mount Vernon,IN,Indiana,Posey,37.9364,-87.8959,6816.0,872,America/Chicago,3,1840013884
Moores Mill,Moores Mill,AL,Alabama,Madison,34.8491,-86.5222,6815,193,America/Chicago,3,1840054049
St. Francis,St. Francis,MN,Minnesota,Anoka,45.3991,-93.3902,6813.0,131,America/Chicago,3,1840008905
Kirtland,Kirtland,OH,Ohio,Lake,41.5969,-81.3406,6812,157,America/New_York,3,1840000535
Aquia Harbour,Aquia Harbour,VA,Virginia,Stafford,38.4597,-77.3806,6805,923,America/New_York,3,1840006216
Marion,Marion,SC,South Carolina,Marion,34.1787,-79.3966,6804.0,552,America/New_York,3,1840015595
Kimberly,Kimberly,WI,Wisconsin,Outagamie,44.2670,-88.3377,6802,1147,America/Chicago,3,1840002404
South Patrick Shores,South Patrick Shores,FL,Florida,Brevard,28.2020,-80.6137,6802,1808,America/New_York,3,1840029080
Taylor Mill,Taylor Mill,KY,Kentucky,Kenton,39.0092,-84.4988,6802,429,America/New_York,3,1840015175
Perry,Perry,FL,Florida,Taylor,30.1090,-83.5821,6796.0,281,America/New_York,3,1840015046
Valley Park,Valley Park,MO,Missouri,St. Louis,38.5513,-90.4924,6796,666,America/Chicago,3,1840010740
